Facility ID,Facility Name,Address,City,State,Zip Code,Phone Number,County,Licensee,State Facility Type 2 Literal,State Facility Type 1 Literal,Date Accessed,License Number,Capacity,Email Address,Ownership Type,Latitude,Longitude,FIPS,Total County AL Need,Percent of Population 65 or Older,Median Age,Homeownership Rate,College Education or Higher Rate,Percent Black Population,Median Home Value of Owned Homes,Percent Hispanic Population,Percent of Population 85 or Older,Median Household Income,Unemployment Rate,Less Than High School Diploma Rate,Percent Whilte Population,Gender Ratio,Poverty Rate,Total Population,Population 85 years and over,Population 65 years and over
34383,Hsl Wedgewood Central,3602 MT VERNON COURT,Woodbury,MN,55129,651-714-7075,Washington,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,44.896747,-92.901732,27163.0,10408.0,14.42,40.0,81.13,44.27,4.59,289400.0,4.19,1.6,96671.0,5.6,3.94,85.38,98.0,4.29,267568.0,4797.0,42879.0
28686,Hyatt House Llc,231 WASHINGTON STREET,Holdingford,MN,56340,320-746-9902,Stearns,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.7287315,-94.4733172,27145.0,4869.0,14.57,34.0,68.08,27.47,6.45,184900.0,3.37,2.09,62789.0,5.7,8.31,87.84,101.0,12.9,158292.0,3059.0,25436.0
36484,Hyatt House Llc,1604 CLEARWATER ROAD,St Cloud,MN,56301,320-746-9902,Stearns,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.5426366,-94.1606282,27145.0,4869.0,14.57,34.0,68.08,27.47,6.45,184900.0,3.37,2.09,62789.0,5.7,8.31,87.84,101.0,12.9,158292.0,3059.0,25436.0
28485,Ian'S House,7825 MODERN ROAD,Brooklyn Park,MN,55428,763-566-0831,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,45.0776509,-93.3809296,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
37371,Icare Homes L.L.C.,1921 SMITH CIRCLE,Wayzata,MN,55391,612-545-8188,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,44.9641586,-93.4770158,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
25395,Iceland Manor,20541 ICELAND AVENUE,Lakeville,MN,55044,952-236-8192,Dakota,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,44.6517168,-93.2506823,27037.0,14377.0,13.63,38.0,74.01,42.22,6.26,266000.0,7.14,1.56,86036.0,6.2,4.95,82.08,97.0,6.05,439882.0,7201.0,65206.0
34759,Idaho Home,1731 IDAHO AVENUE EAST,St. Paul,MN,55106,651-666-2135,Ramsey,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,44.9903499,-93.027222,27123.0,26708.0,14.09,35.0,59.44,42.26,12.09,229600.0,7.48,2.07,64660.0,6.9,9.72,66.35,95.0,13.97,552352.0,11268.0,85032.0
36918,Iheart Housing With Services,15236 GERMANIUM CIRCLE,Ramsey,MN,55303,612-316-5351,Anoka,,,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,45.2466759,-93.4069995,27003.0,13004.0,13.53,39.0,80.1,30.51,6.25,232400.0,4.57,1.34,82175.0,6.3,6.02,83.62,100.0,5.89,363887.0,4824.0,52036.0
36313,Iheart Housing With Services,6032 YUKON AVENUE NORTH,New Hope,MN,55428,763-533-5062,Hennepin,,,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,45.0629643,-93.386326,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
24788,Ihi Thomas Court,4100 THOMAS AVENUE NORTH,Minneapolis,MN,55412,763-999-7799,Hennepin,,,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,45.0297131,-93.3132399,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
30588,Ihi Zane,7901 ZANE AVENUE NORTH,Brooklyn Park,MN,55443,763-999-7799,Hennepin,,,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,45.0982972,-93.3569377,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
36649,Immaculate Home,1390 BEECH STREET,St. Paul,MN,55106,651-666-2135,Ramsey,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,44.962026,-93.0420135,27123.0,26708.0,14.09,35.0,59.44,42.26,12.09,229600.0,7.48,2.07,64660.0,6.9,9.72,66.35,95.0,13.97,552352.0,11268.0,85032.0
37628,Impatiens Assisted Living,4506 IMPATIENS AVENUE NORTH,Brooklyn Park,MN,55443,612-460-0018,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.1320222,-93.3388075,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
35946,Imran Healthcare Services Llc,726 30TH AVENUE NORTH,Minneapolis,MN,55411,612-295-1104,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.0115089,-93.2891947,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
37008,Imran Healthcare Services Llc,2010 NORTH 4TH STREET,Minneapolis,MN,55411,612-295-1104,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,44.9999169,-93.2845643,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
36346,In House Home Health,7336 SYMPHONY STREET NE,Fridley,MN,55432,612-483-6326,Anoka,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.1015704,-93.2620571,27003.0,13004.0,13.53,39.0,80.1,30.51,6.25,232400.0,4.57,1.34,82175.0,6.3,6.02,83.62,100.0,5.89,363887.0,4824.0,52036.0
36485,In My Father'S House Llc,3096 SNELLING AVENUE NORTH,Roseville,MN,55113,612-806-9250,Ramsey,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.0347645,-93.1630492,27123.0,26708.0,14.09,35.0,59.44,42.26,12.09,229600.0,7.48,2.07,64660.0,6.9,9.72,66.35,95.0,13.97,552352.0,11268.0,85032.0
35015,Independent Endeavors Llc,1120 SIBLEY STREET APT #3,Hastings,MN,55033,651-600-7805,Dakota,,,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,44.7342563,-92.8515158,27037.0,14377.0,13.63,38.0,74.01,42.22,6.26,266000.0,7.14,1.56,86036.0,6.2,4.95,82.08,97.0,6.05,439882.0,7201.0,65206.0
33362,Independent Haven Rose Haven I,320 GARFIELD AVENUE SOUTH,Montrose,MN,55363,763-999-7799,Wright,,,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,45.0669414,-93.9207368,27171.0,6292.0,12.17,37.0,81.57,29.59,1.42,238500.0,2.94,1.44,84974.0,5.5,5.09,94.13,102.0,4.61,141337.0,1877.0,18842.0
33363,Independent Haven Rosehaven Ii,330 GARFIELD AVENUE SOUTH,Montrose,MN,55363,763-999-7799,Wright,,,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,45.0664618,-93.920872,27171.0,6292.0,12.17,37.0,81.57,29.59,1.42,238500.0,2.94,1.44,84974.0,5.5,5.09,94.13,102.0,4.61,141337.0,1877.0,18842.0
35395,Independent Living Placement,327 FRONT AVENUE,St. Paul,MN,55117,651-714-8674,Ramsey,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,44.970461,-93.113958,27123.0,26708.0,14.09,35.0,59.44,42.26,12.09,229600.0,7.48,2.07,64660.0,6.9,9.72,66.35,95.0,13.97,552352.0,11268.0,85032.0
35843,Indigo Healthcare Services Llc,1161 CHERRY LANE NE,Columbia Heights,MN,55421,781-250-9059,Anoka,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.0543862,-93.2431416,27003.0,13004.0,13.53,39.0,80.1,30.51,6.25,232400.0,4.57,1.34,82175.0,6.3,6.02,83.62,100.0,5.89,363887.0,4824.0,52036.0
37372,Indigo Healthcare Services Llc,8501 BROOKLYN BLVD.,Brooklyn Park,MN,55428,763-390-0771,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.0942771,-93.3897691,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
36896,Infinity Care Corp,14015 COUNTY ROAD 9,Plymouth,MN,55447,612-814-1255,Hennepin,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,45.028821,-93.4584946,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
36253,Infinity Health Home Care Llc,3313 29TH AVENUE SOUTH,Minneapolis,MN,55406,408-637-0001,Hennepin,,,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,44.9426822,-93.2297152,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
30245,Ingleside,2811 ROLAND AVENUE,Fairmont,MN,56031,507-238-9654,Martin,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,43.6129134,-94.4596606,27091.0,1101.0,22.94,45.0,73.82,20.48,0.46,118300.0,4.47,4.16,52798.0,5.2,6.82,96.3,101.0,13.73,20025.0,753.0,4694.0
35845,Inspire Care Inc,1520 CONCORDIA AVENUE,St. Paul,MN,55104,773-627-1215,Ramsey,,,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,44.9510579,-93.164416,27123.0,26708.0,14.09,35.0,59.44,42.26,12.09,229600.0,7.48,2.07,64660.0,6.9,9.72,66.35,95.0,13.97,552352.0,11268.0,85032.0
37689,Inspire Care Inc,804 EMERSON AVENUE NORTH,Minneapolis,MN,55411,651-621-0722,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,44.9867977,-93.2938582,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
37310,Inspire Care Inc,610 SILVER LAKE ROAD NW,New Brighton,MN,55112,651-621-0722,Ramsey,,,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,45.0597024,-93.2185178,27123.0,26708.0,14.09,35.0,59.44,42.26,12.09,229600.0,7.48,2.07,64660.0,6.9,9.72,66.35,95.0,13.97,552352.0,11268.0,85032.0
34776,Integra Home Health Prof Llc,4532 BOONE AVENUE NORTH,New Hope,MN,55428,763-537-9530,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.0374661,-93.3899497,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
36803,Integrity Home Health Care Llc,2261 COON RAPIDS BOULEVARD NW,Coon Rapids,MN,55433,612-807-4484,Anoka,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.1648868,-93.3245516,27003.0,13004.0,13.53,39.0,80.1,30.51,6.25,232400.0,4.57,1.34,82175.0,6.3,6.02,83.62,100.0,5.89,363887.0,4824.0,52036.0
22354,Interim Healthcare Vent Care,4730 MATTERHORN CIRCLE,Duluth,MN,55811,218-722-0053,St. Louis,,,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,46.8034372,-92.1706355,27137.0,13721.0,18.84,41.0,71.3,29.32,1.58,157900.0,1.7,2.57,55646.0,7.2,5.51,92.08,100.0,14.07,200231.0,5006.0,41614.0
32051,Interlude Restorative Suites,2775 CAMPUS DRIVE NORTH,Plymouth,MN,55441,763-577-3400,Hennepin,,,HOUSING WITH SERVICES,7/12/21,,,,NONPROFIT CORPORATION,45.0105238,-93.4535691,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
34463,Intuit Home Care,11662 99TH PLACE NORTH,Maple Grove,MN,55369,866-890-2310,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,45.1356316,-93.4294946,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
30696,Inver Grove Heights White Pine,9056 BUCHANAN TRAIL,Inver Grove Heights,MN,55077,651-306-9886,Dakota,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,44.8192176,-93.0447099,27037.0,14377.0,13.63,38.0,74.01,42.22,6.26,266000.0,7.14,1.56,86036.0,6.2,4.95,82.08,97.0,6.05,439882.0,7201.0,65206.0
27378,Inver Grove Heights Wp Ii Llc,9058 BUCHANAN TRAIL,Inver Grove Heights,MN,55077,651-455-6549,Dakota,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,44.8191891,-93.0437528,27037.0,14377.0,13.63,38.0,74.01,42.22,6.26,266000.0,7.14,1.56,86036.0,6.2,4.95,82.08,97.0,6.05,439882.0,7201.0,65206.0
30647,Inverwood Senior Living,7260 SOUTH ROBERT TRAIL,Inver Grove Heights,MN,55077,651-492-6535,Dakota,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,44.8444579,-93.0843115,27037.0,14377.0,13.63,38.0,74.01,42.22,6.26,266000.0,7.14,1.56,86036.0,6.2,4.95,82.08,97.0,6.05,439882.0,7201.0,65206.0
37194,Inviting Homes Llc,3100 17TH AVENUE,Minneapolis,MN,55407,612-703-3237,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,44.9464129,-93.2502306,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
23247,Iris Park Commons,1850 UNIVERSITY AVENUE WEST,St. Paul,MN,55104,651-646-1026,Ramsey,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,NONPROFIT CORPORATION,44.9556403,-93.1790889,27123.0,26708.0,14.09,35.0,59.44,42.26,12.09,229600.0,7.48,2.07,64660.0,6.9,9.72,66.35,95.0,13.97,552352.0,11268.0,85032.0
20333,Island View Manor Inc,700 HIGHWAY 71 NORTH,Willmar,MN,56201,320-441-7001,Scott,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,35.0636057,-94.2442785,5127.0,941.0,20.72,41.0,73.78,9.32,0.24,76300.0,7.7,1.51,36092.0,4.5,20.86,89.04,105.0,19.13,150928.0,1681.0,17632.0
34045,Ivy Hill Senior Care Inc,607 NW 2ND AVENUE,Faribault,MN,55021,507-332-8966,Rice,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,44.2973106,-93.2712902,27131.0,2767.0,15.15,37.0,73.98,28.29,5.69,208600.0,8.13,2.02,68584.0,5.2,8.93,85.64,104.0,9.16,67097.0,1392.0,11006.0
25157,Iyke'S House,4400 82ND AVENUE NORTH,Brooklyn Park,MN,55443,763-566-0831,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,45.1040418,-93.3375976,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
35317,J & K Comfort Home,432 106TH AVENUE NW,Coon Rapids,MN,55448,763-452-5559,Anoka,,,HOUSING WITH SERVICES,7/12/21,,,,PARTNERSHIP,45.1621598,-93.27828,27003.0,13004.0,13.53,39.0,80.1,30.51,6.25,232400.0,4.57,1.34,82175.0,6.3,6.02,83.62,100.0,5.89,363887.0,4824.0,52036.0
34432,Jabez Customized Living Servi,1417 BROOKDALE DRIVE,Brooklyn Park,MN,55444,612-272-8009,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,NONPROFIT CORPORATION,45.0940865,-93.2994134,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
35705,Jabez Customized Living Srvcs,8350 PIERCE STREET NE,Spring Lake Park,MN,55432,763-710-4084,Anoka,,,HOUSING WITH SERVICES,7/12/21,,,,NONPROFIT CORPORATION,45.1203661,-93.2416789,27003.0,13004.0,13.53,39.0,80.1,30.51,6.25,232400.0,4.57,1.34,82175.0,6.3,6.02,83.62,100.0,5.89,363887.0,4824.0,52036.0
32622,James Residences,9400 JAMES AVENUE NORTH,Brooklyn Park,MN,55444,763-222-9503,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.124441,-93.303974,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
35367,Jase'S House,3092 CLEVELAND AVENUE NORTH,Roseville,MN,55113,952-848-0935,Ramsey,,,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.03475,-93.1871754,27123.0,26708.0,14.09,35.0,59.44,42.26,12.09,229600.0,7.48,2.07,64660.0,6.9,9.72,66.35,95.0,13.97,552352.0,11268.0,85032.0
35471,Jbs Homes Llc,16560 JACKDAW PATH,Lakeville,MN,55044,952-237-9138,Dakota,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,44.70896,-93.2646295,27037.0,14377.0,13.63,38.0,74.01,42.22,6.26,266000.0,7.14,1.56,86036.0,6.2,4.95,82.08,97.0,6.05,439882.0,7201.0,65206.0
35893,Jersey House,6932 JERSEY AVENUE NORTH,Brooklyn Park,MN,55428,763-432-6413,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,45.0813331,-93.367862,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
36928,Jmkay Health Care Services Inc,5807 BRYANT AVENUE NORTH,Brooklyn Center,MN,55430,763-245-0668,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,45.060586,-93.2914956,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
34267,Jmkay Health Care Services Inc,4200 WINCHESTER LANE,Brooklyn Center,MN,55429,763-245-0668,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,45.0739793,-93.3339446,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
33269,Jmkay Health Care Services Inc,5600 5TH STREET NE,Fridley,MN,55432,763-245-0668,Anoka,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,45.0700254,-93.2607382,27003.0,13004.0,13.53,39.0,80.1,30.51,6.25,232400.0,4.57,1.34,82175.0,6.3,6.02,83.62,100.0,5.89,363887.0,4824.0,52036.0
34966,Jmkay Health Care Services Inc,7748 DALEVIEW DRIVE,Brooklyn Park,MN,55442,763-245-0668,Hennepin,,,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,45.0959166,-93.3446346,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
33608,Jmkay Health Care Services Inc,2318 55TH AVENUE NORTH,Brooklyn Center,MN,55430,763-245-0668,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,45.0546551,-93.3102689,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
35011,Jmkay Health Care Services Inc,4506 71ST AVENUE NORTH,Brooklyn Center,MN,55429,763-238-2270,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,45.0845832,-93.33918,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
37042,Jmkay Healthcare Services Inc,6325 BROOKLYN BOULEVARD,Brooklyn Center,MN,55429,763-245-0668,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,45.0702471,-93.3289836,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
20113,Johanna Shores Commons & Arbor,3200 LAKE JOHANNA BOULEVARD,Arden Hills,MN,55112,651-631-6070,Ramsey,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,NONPROFIT CORPORATION,45.037291,-93.1752592,27123.0,26708.0,14.09,35.0,59.44,42.26,12.09,229600.0,7.48,2.07,64660.0,6.9,9.72,66.35,95.0,13.97,552352.0,11268.0,85032.0
21670,John Paul Apartments,200 8TH AVENUE NORTH,Cold Spring,MN,56320,320-685-4429,Stearns,,,HOUSING WITH SERVICES,7/12/21,,,,NONPROFIT CORPORATION,45.4585736,-94.4347681,27145.0,4869.0,14.57,34.0,68.08,27.47,6.45,184900.0,3.37,2.09,62789.0,5.7,8.31,87.84,101.0,12.9,158292.0,3059.0,25436.0
30734,Jones Harrison Assisted Living,3700 CEDAR LAKE AVENUE,Minneapolis,MN,55416,612-925-7170,Hennepin,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,NONPROFIT CORPORATION,44.9543428,-93.3267264,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
21039,Jordan Tower I,433 WEST 4TH STREET,Red Wing,MN,55066,651-301-7018,Goodhue,,,HOUSING WITH SERVICES,7/12/21,,,,HOUSING AND REDEVELOPMENT AUTHORITY,44.5635375,-92.5337598,27049.0,1968.0,18.99,42.0,75.28,26.02,1.31,204100.0,3.35,3.06,66800.0,5.9,5.63,94.01,99.0,9.33,47582.0,1386.0,9984.0
21040,Jordan Tower Ii,440 WEST 5TH STREET,Red Wing,MN,55066,651-301-7018,Goodhue,,,HOUSING WITH SERVICES,7/12/21,,,,HOUSING AND REDEVELOPMENT AUTHORITY,44.5631461,-92.5331794,27049.0,1968.0,18.99,42.0,75.28,26.02,1.31,204100.0,3.35,3.06,66800.0,5.9,5.63,94.01,99.0,9.33,47582.0,1386.0,9984.0
35392,Joshua'S Manor,4939 140TH STREET WEST,Apple Valley,MN,55124,651-592-2550,Dakota,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,44.7467943,-93.1655336,27037.0,14377.0,13.63,38.0,74.01,42.22,6.26,266000.0,7.14,1.56,86036.0,6.2,4.95,82.08,97.0,6.05,439882.0,7201.0,65206.0
37615,Journeys Home Care Llc,3264 XENIA AVENUE NORTH,Crystal,MN,55422,612-202-4007,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.01629,-93.351961,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
34435,Journeys Home Care Llc,5312 QUEEN AVENUE NORTH,Brooklyn Center,MN,55430,612-202-4007,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.0518007,-93.3101862,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
35708,Joy Care Homes Llc,6825 71ST AVENUE NORTH,Brooklyn Park,MN,55428,651-354-3127,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.0840378,-93.3684383,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
35701,Joy Care Homes Llc,4301 78TH AVENUE NORTH,Brooklyn Park,MN,55443,763-657-7923,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.0960439,-93.3365163,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
34397,Joy Care Homes Llc,11900 QUEBEC CIRCLE,Champlin,MN,55316,763-657-7923,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.1701866,-93.3773212,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
